EDA_Raw,EDA_Clean,EDA_Tonic,EDA_Phasic,SCR_Onsets,SCR_Peaks,SCR_Height,SCR_Amplitude,SCR_RiseTime,SCR_Recovery,SCR_RecoveryTime
5.027541330438718,5.027554023179717,5.040864400110781,-0.013310376931131882,0,0,0.0,0.0,0.0,0,0.0
5.002860522563314,5.005105798790926,5.041031757168546,-0.0359259583776893,0,0,0.0,0.0,0.0,0,0.0
4.98778921255673,4.9901475440953895,5.041202698400505,-0.0510551543051861,0,0,0.0,0.0,0.0,0,0.0
4.98601870741565,4.98679706171981,5.041377262386106,-0.054580200666369746,0,0,0.0,0.0,0.0,0,0.0
4.994720488514206,4.994132556548805,5.0415554849303605,-0.04742292838163189,0,0,0.0,0.0,0.0,0,0.0
5.0079116620211845,5.007003383456695,5.04173739882423,-0.03473401536761242,0,0,0.0,0.0,0.0,0,0.0
5.019485332304411,5.0187138631764645,5.041923034133817,-0.023209170957434265,0,0,0.0,0.0,0.0,0,0.0
5.02495983578315,5.024161504419599,5.042112418781048,-0.01795091436153575,0,0,0.0,0.0,0.0,0,0.0
5.022867218181319,5.021980521067792,5.042305579098189,-0.02032505803048748,0,0,0.0,0.0,0.0,0,0.0
5.015289386073556,5.0148171975814675,5.042502540107465,-0.027685342526093466,0,0,0.0,0.0,0.0,0,0.0
5.006927155924518,5.0077053377234755,5.042703325450893,-0.03499798772751947,0,0,0.0,0.0,0.0,0,0.0
5.003179094568568,5.005341058412043,5.042907957085012,-0.03756689867307689,0,0,0.0,0.0,0.0,0,0.0
5.007493890534902,5.009608028175191,5.043116454969193,-0.03350842679411889,0,0,0.0,0.0,0.0,0,0.0
5.018658308104809,5.018663862589634,5.043328836963103,-0.024664974373594436,0,0,0.0,0.0,0.0,0,0.0
5.030602520515683,5.0281085678109925,5.043545119022157,-0.015436551211296896,0,0,0.0,0.0,0.0,0,0.0
5.036410336050055,5.033531541445206,5.043765315611706,-0.010233774166641863,0,0,0.0,0.0,0.0,0,0.0
5.033523863492378,5.032857019557924,5.04398944014357,-0.011132420585796058,0,0,0.0,0.0,0.0,0,0.0
5.025071444592496,5.027082858481054,5.044217505232431,-0.017134646751531805,0,0,0.0,0.0,0.0,0,0.0
5.01644057892418,5.0191798164690695,5.0444495226673025,-0.025269706198392528,0,0,0.0,0.0,0.0,0,0.0
5.011120718325889,5.01219043270027,5.044685503129289,-0.03249507042918086,0,0,0.0,0.0,0.0,0,0.0
5.009398406959857,5.00792612303605,5.044925455783938,-0.03699933274805384,0,0,0.0,0.0,0.0,0,0.0
5.009690735120929,5.006881266211203,5.04516938789614,-0.038288121685106424,0,0,0.0,0.0,0.0,0,0.0
5.0104962991638615,5.00882588590918,5.0454173045731885,-0.03659141866418303,0,0,0.0,0.0,0.0,0,0.0
5.0116456480223075,5.013069120724448,5.0456692086803105,-0.03260008795604015,0,0,0.0,0.0,0.0,0,0.0
5.014088409512848,5.018020827801252,5.045925100921273,-0.027904273120201727,0,0,0.0,0.0,0.0,0,0.0
5.017823768095248,5.020789363738103,5.046184980031455,-0.025395616293536493,0,0,0.0,0.0,0.0,0,0.0
5.019522346706773,5.01797238673162,5.046448842978742,-0.028476456247311092,0,0,0.0,0.0,0.0,0,0.0
5.013511041311625,5.007880108451357,5.046716685021144,-0.038836576569981004,0,0,0.0,0.0,0.0,0,0.0
4.997526972712306,4.99280785019824,5.046988499476426,-0.0541806492783878,0,0,0.0,0.0,0.0,0,0.0
4.978113414165842,4.979200830669897,5.047264277161829,-0.06806344649213919,0,0,0.0,0.0,0.0,0,0.0
4.968306901830484,4.974712361542722,5.0475440056448475,-0.07283164410233826,0,0,0.0,0.0,0.0,0,0.0
4.977655029158052,4.9836173032316,5.047827668613507,-0.06421036538212599,0,0,0.0,0.0,0.0,0,0.0
5.0036004505892695,5.003738600895046,5.048115245704488,-0.044376644809664634,0,0,0.0,0.0,0.0,0,0.0
5.032778895149294,5.027290544762847,5.048406712964975,-0.021116168202354506,0,0,0.0,0.0,0.0,0,0.0
5.05112960470577,5.045232670911156,5.048702043839795,-0.00346937292886864,0,0,0.0,0.0,0.0,0,0.0
5.053466203169307,5.052144733542936,5.0490012103309825,0.003143523211719946,0,0,0.0,0.0,0.0,0,0.0
5.044745985420623,5.048417264723936,5.049304183915545,-0.0008869191918460563,0,0,0.0,0.0,0.0,0,0.0
5.03390307424382,5.038778938893152,5.049610935954382,-0.010831997061468385,0,0,0.0,0.0,0.0,0,0.0
5.026988384965072,5.028873478846677,5.049921437577815,-0.021047958731378852,0,0,0.0,0.0,0.0,0,0.0
5.024868886624752,5.022572991053441,5.050235659241664,-0.027662668188465002,0,0,0.0,0.0,0.0,0,0.0
5.02561654056452,5.021454407305782,5.050553570221126,-0.029099162915587857,0,0,0.0,0.0,0.0,0,0.0
5.028139229780283,5.025763084626933,5.050875138259713,-0.02511205363302422,0,0,0.0,0.0,0.0,0,0.0
5.033594256529228,5.035148363586639,5.051200329492053,-0.016051965905660597,0,0,0.0,0.0,0.0,0,0.0
5.043697321967949,5.048242739376534,5.05152910867438,-0.0032863692980932835,0,0,0.0,0.0,0.0,0,0.0
5.057790949992135,5.061853421593386,5.05186143969145,0.009991981901688814,0,0,0.0,0.0,0.0,0,0.0
5.071582079220579,5.0714303985168705,5.052197286238373,0.01923311227824976,0,0,0.0,0.0,0.0,0,0.0
5.079122373384125,5.073547448360113,5.0525366125,0.021010835859868716,0,0,0.0,0.0,0.0,0,0.0
5.076908200688751,5.068980107790158,5.052879383620983,0.016100724168933968,0,0,0.0,0.0,0.0,0,0.0
5.067306426731982,5.063477219409147,5.053225565840562,0.010251653568348729,0,0,0.0,0.0,0.0,0,0.0
5.058583460846865,5.064253673629542,5.053575126355277,0.01067854727403629,0,0,0.0,0.0,0.0,0,0.0
5.059861983140233,5.073589904736362,5.053928033158124,0.019661871578014998,0,0,0.0,0.0,0.0,0,0.0
5.072542202164325,5.084414136711742,5.054284255117167,0.030129881594359403,0,0,0.0,0.0,0.0,0,0.0
5.0850027621501495,5.0830628145330845,5.05464376231771,0.0284190522151681,0,0,0.0,0.0,0.0,0,0.0
5.078648555980444,5.05995040436565,5.055006526324292,0.004943878041159658,0,0,0.0,0.0,0.0,0,0.0
5.045354939366481,5.021885034299525,5.055372519831584,-0.033487485532249554,0,0,0.0,0.0,0.0,0,0.0
5.003979546548175,4.995715172112828,5.055741715456221,-0.060026543343574906,1,0,0.0,0.0,0.0,0,0.0
4.99862498954687,5.016615140941229,5.0561140841696455,-0.039498943228589274,0,0,0.0,0.0,0.0,0,0.0
5.071409650103104,5.104937823028299,5.056489594664986,0.04844822836314944,0,0,0.0,0.0,0.0,0,0.0
5.223840220121661,5.246030820894177,5.056868215149684,0.189162605744336,0,0,0.0,0.0,0.0,0,0.0
5.39793125759884,5.388799664881492,5.057249918248697,0.3315497466326449,0,0,0.0,0.0,0.0,0,0.0
5.501729981698486,5.467989957132358,5.057634688101317,0.4103552690308967,0,1,0.4103552690308967,0.47038181237447163,0.25,0,0.0
5.46893718940232,5.438790311677955,5.05802252717566,0.3807677845021564,0,0,0.0,0.0,0.0,0,0.0
5.306144095363927,5.302616897386637,5.058413459800723,0.2442034375857829,0,0,0.0,0.0,0.0,0,0.0
5.0867002419429355,5.107768495810193,5.058807530410538,0.04896096539952932,0,0,0.0,0.0,0.0,1,0.15
4.899618992595655,4.924808347647915,5.0592047966060285,-0.13439644895823338,0,0,0.0,0.0,0.0,0,0.0
4.800277985692863,4.812149964263648,5.059605319284718,-0.24745535502118535,0,0,0.0,0.0,0.0,0,0.0
4.7955815572466785,4.791660367636683,5.060009153162327,-0.2683487855257536,0,0,0.0,0.0,0.0,0,0.0
4.85759851212977,4.845672648389526,5.060416340543424,-0.21474369215400227,0,0,0.0,0.0,0.0,0,0.0
4.944633421243565,4.933091772395246,5.060826909572769,-0.1277351371776226,0,0,0.0,0.0,0.0,0,0.0
5.019115223991923,5.012642790334176,5.0612408763365195,-0.04859808600243494,0,0,0.0,0.0,0.0,0,0.0
5.060252547589418,5.060320528579834,5.061658248969676,-0.001337720389926798,0,0,0.0,0.0,0.0,0,0.0
5.0684097360233595,5.0740996779418275,5.062079031761535,0.012020646180215883,0,0,0.0,0.0,0.0,0,0.0
5.058984530103707,5.067015891082887,5.062503227945183,0.004512663137635401,0,0,0.0,0.0,0.0,0,0.0
5.0496219109012115,5.055269851877606,5.062930840862407,-0.007660988984862263,0,0,0.0,0.0,0.0,0,0.0
5.049063085066727,5.048877048654601,5.063361873964176,-0.014484825309627776,0,0,0.0,0.0,0.0,0,0.0
5.054602354199299,5.049126272014597,5.063796330364671,-0.014670058350119437,0,0,0.0,0.0,0.0,0,0.0
5.058687452727735,5.052202701908643,5.06423421247883,-0.012031510570225853,0,0,0.0,0.0,0.0,0,0.0
5.0577434852018,5.054788398122676,5.064675521916249,-0.009887123793606503,0,0,0.0,0.0,0.0,0,0.0
5.055076546071032,5.057162541917069,5.065120259552624,-0.007957717635585042,0,0,0.0,0.0,0.0,0,0.0
5.056708375789976,5.062002084608594,5.065568425664245,-0.0035663410556780583,0,0,0.0,0.0,0.0,0,0.0
5.0655451945073455,5.070591745931688,5.066020020112542,0.004571725819121932,0,0,0.0,0.0,0.0,0,0.0
5.078485007082022,5.080024956533137,5.066475042639918,0.01354991389319633,0,0,0.0,0.0,0.0,0,0.0
5.087429925842522,5.08406118929315,5.0669334932800165,0.01712769601311441,0,0,0.0,0.0,0.0,0,0.0
5.083876577856463,5.077399628645886,5.067395372730648,0.01000425591521905,0,0,0.0,0.0,0.0,0,0.0
