EDA_Raw,EDA_Clean,EDA_Tonic,EDA_Phasic,SCR_Onsets,SCR_Peaks,SCR_Height,SCR_Amplitude,SCR_RiseTime,SCR_Recovery,SCR_RecoveryTime
4.984860168572294,4.9848628034733515,4.991605519742432,-0.0067427162703191795,0,0,0.0,0.0,0.0,0,0.0
4.987897799438697,4.98610438502248,4.992337391768926,-0.006233006747681236,0,0,0.0,0.0,0.0,0,0.0
4.98906844668047,4.986371699023868,4.993073042205249,-0.0067013431826136866,0,0,0.0,0.0,0.0,0,0.0
4.988120882935075,4.9862529936273265,4.99381239077417,-0.007559397148072189,0,0,0.0,0.0,0.0,0,0.0
4.987317945502849,4.988053525398655,4.994555356785108,-0.006501831387677605,0,0,0.0,0.0,0.0,0,0.0
4.990662394923353,4.994171202552167,4.995301859145895,-0.001130656594945753,0,0,0.0,0.0,0.0,0,0.0
5.0010639347498795,5.004838627603487,4.99605181649157,0.008786811110706373,0,0,0.0,0.0,0.0,0,0.0
5.016681098513152,5.017096406455722,4.996805147514587,0.02029125893992951,0,0,0.0,0.0,0.0,0,0.0
5.030146220815321,5.026142376895516,4.997561771483695,0.028580605410623253,0,0,0.0,0.0,0.0,0,0.0
5.033431235799958,5.0283975054448655,4.998321608809863,0.030075896633813076,0,0,0.0,0.0,0.0,0,0.0
5.025309530203162,5.024114787523422,4.999084581451965,0.025030206070277325,0,0,0.0,0.0,0.0,0,0.0
5.013743201537062,5.017485854057154,4.9998506130159255,0.01763524104005859,0,0,0.0,0.0,0.0,0,0.0
5.009348562967593,5.0140318027534505,5.000619628565193,0.01341217418709912,0,0,0.0,0.0,0.0,0,0.0
5.0160272942088024,5.017130778281178,5.001391554325356,0.01573922395467519,0,0,0.0,0.0,0.0,0,0.0
5.028705373135995,5.026096289745659,5.002166317522549,0.023929972221975265,0,0,0.0,0.0,0.0,0,0.0
5.039642479636259,5.036893484503595,5.002943846506965,0.03394963799550406,0,0,0.0,0.0,0.0,0,0.0
5.044929576968172,5.04464465543293,5.003724071138263,0.04092058429355103,0,0,0.0,0.0,0.0,0,0.0
5.044792247676384,5.046140813010203,5.004506923256687,0.04163388975240953,0,0,0.0,0.0,0.0,0,0.0
5.040421903673303,5.041082389278101,5.005292337014527,0.03579005226247782,0,0,0.0,0.0,0.0,0,0.0
5.032705062983084,5.031863265877068,5.0060802489096154,0.025783016966367388,0,0,0.0,0.0,0.0,0,0.0
5.023422944165366,5.022380998878073,5.006870597497867,0.015510401379129235,0,0,0.0,0.0,0.0,0,0.0
5.016038118756479,5.0164144406444215,5.007663322896479,0.008751117746875675,0,0,0.0,0.0,0.0,0,0.0
5.014238387550919,5.016029725153667,5.008458366267447,0.007571358885164373,0,0,0.0,0.0,0.0,0,0.0
5.019027841170765,5.0205716395021005,5.009255669465084,0.011315970035969531,0,0,0.0,0.0,0.0,0,0.0
5.027045490015954,5.026832433220064,5.010055174944892,0.016777258274134937,0,0,0.0,0.0,0.0,0,0.0
5.032353962496965,5.030576197594407,5.010856825899699,0.019719371693680703,0,0,0.0,0.0,0.0,0,0.0
5.030644952101933,5.028799050796303,5.011660566471827,0.017138484323459456,0,0,0.0,0.0,0.0,0,0.0
5.022158005872956,5.021502941104353,5.012466341847524,0.00903659925582067,0,0,0.0,0.0,0.0,0,0.0
5.01120306240314,5.011906760411337,5.013274098100699,-0.001367337690360397,0,0,0.0,0.0,0.0,0,0.0
5.003507018743183,5.004895841841003,5.014083781791718,-0.009187939951706012,0,0,0.0,0.0,0.0,0,0.0
5.003358579842304,5.004534350439723,5.014895339473215,-0.010360989034474358,0,0,0.0,0.0,0.0,0,0.0
5.011577714875136,5.011969652515775,5.015708717329683,-0.0037390648148820198,0,0,0.0,0.0,0.0,0,0.0
5.025106593227025,5.024785339234915,5.016523861138516,0.008261478095433442,0,0,0.0,0.0,0.0,0,0.0
5.038599233275617,5.038062545867175,5.017340716603672,0.02072182926254566,0,0,0.0,0.0,0.0,0,0.0
